"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"125218","SN 2023cme","02:37:20.994","-15:25:20.67","SN II","0.02424","","","ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF","ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23cnm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","Keck1 - LRIS","1","1","","18.04","orange-ATLAS","2023-02-22 18:35:30.624","ATLAS_Bot1","","","2023TNSTR.422....1T","2024TNSCR3553....1D","",""
"125213","SN 2023clz","10:20:16.573","-06:54:10.96","SN Ia","0.057","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ePESSTO+","ATLAS, Pan-STARRS, ZTF","ATLAS23cnd","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.767","cyan-ATLAS","2023-02-23 03:09:21.600","ATLAS_Bot1","","","2023TNSTR.422....1T","2023TNSCR.447....1C","",""
"125212","SN 2023cly","07:54:48.952","-38:55:19.80","SN II","0.009","","","ATLAS","ATLAS","Global SN Project","ATLAS","ATLAS23cnc","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","FTS - FLOYDS-S","1","1","","18.971","orange-ATLAS","2023-02-22 21:22:58.944","ATLAS_Bot1","","","2023TNSTR.422....1T","2023TNSCR.490....1T","",""
"125156","SN 2023cju","17:50:17.500","+17:50:24.65","SN Ia","0.05","LEDA 1543167","","SGLF, ATLAS, GaiaAlerts, Pan-STARRS","SGLF, ATLAS, GaiaAlerts, Pan-STARRS","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, SGLF","SGLF_LCOGT_4","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, LCO1m - Sinistro, PS2 - GPC2","P60 - SEDM","1","1","","18.01","r-Sloan","2023-02-21 09:28:40.000","Ismael Perez-Fournon","","","2023TNSTR.406....1P","2023TNSCR.456....1J","",""
"125139","SN 2023cjd","10:49:05.660","-29:22:27.59","SN Ia","0.014","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","NUTS","ATLAS, GaiaAlerts","ATLAS23ckz","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric","NOT - ALFOSC","1","1","","19.315","cyan-ATLAS","2023-02-20 04:40:53.184","ATLAS_Bot1","","","2023TNSTR.398....1T","2023TNSCR.426....1C","",""
"125138","SN 2023cjc","14:56:13.863","+35:22:00.57","SN Ia","0.081","SDSS J145614.01+352200.2","","SGLF, ATLAS","SGLF, ATLAS","ZTF","ATLAS, SGLF","SGLF_LCOGT_3","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, LCO1m - Sinistro","P60 - SEDM","1","1","","18.49","g-Sloan","2023-02-20 08:52:30.000","Ismael Perez-Fournon","","","2023TNSTR.400....1P","2023TNSCR.411....1M","",""
"125134","SN 2023ciy","13:27:59.390","-49:01:45.41","SN","0.023","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts","ATLAS23ckr","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.517","orange-ATLAS","2023-02-19 21:10:55.776","ATLAS_Bot1","","","2023TNSTR.398....1T","2023TNSCR.407....1C","",""
"125123","SN 2023cin","13:06:46.330","-20:45:12.38","SN Ia","0.044","","","ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS","ePESSTO+","ATLAS, GaiaAlerts, Pan-STARRS","ATLAS23cke","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, PS1 - GPC1","ESO-NTT - EFOSC2-NTT","1","1","","18.576","cyan-ATLAS","2023-02-20 06:18:59.616","ATLAS_Bot1","","","2023TNSTR.398....1T","2023TNSCR.447....1C","",""
"125109","SN 2023chz","08:38:03.070","+07:53:23.35","SN Ia","0.049247","SDSS J083802.74+075325.9","0.04924718","ALeRCE, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF23aacopzi","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.1074","r-ZTF","2023-02-19 05:26:42.000","ALeRCE","","","2023TNSTR.391....1F","2023TNSCR.536....1J","",""
"125108","SN 2023chy","07:56:41.843","+18:39:22.58","SN Ia","0.069","SDSS J075641.62+183920.4","0.06487","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE, ATLAS","ZTF23aacosic","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.5692","r-ZTF","2023-02-17 04:04:45.002","ALeRCE","","","2023TNSTR.391....1F","2023TNSCR.498....1F","",""
"125093","SN 2023chj","18:05:39.630","+31:37:14.12","SN II","0.04","GALEXASC J180539.68+313714.9","","ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ALeRCE, ATLAS, GaiaAlerts","ZTF23aacrvqj","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.2928","r-ZTF","2023-02-19 12:17:37.000","ALeRCE","","","2023TNSTR.391....1F","2023TNSCR.769....1S","",""
"124888","SN 2023bzm","10:05:09.555","+08:44:26.77","SN Ia","0.05","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ePESSTO+","ALeRCE, ATLAS, Pan-STARRS","ATLAS23cid","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","19.761","cyan-ATLAS","2023-02-18 03:01:29.856","ATLAS_Bot1","","","2023TNSTR.393....1T","2023TNSCR.453....1R","",""
"124803","SN 2023bwf","12:58:36.122","+06:22:48.30","SN Ia","0.083","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS23cib","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","18.913","cyan-ATLAS","2023-02-18 05:42:23.328","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.407....1C","",""
"124801","SN 2023bwd","10:18:40.583","+17:08:00.11","SN Ia","0.055","","","ATLAS","ATLAS","TCD","ATLAS","ATLAS23chx","ATLAS-CHL - ATLAS-04","LT - SPRAT","1","1","","18.706","cyan-ATLAS","2023-02-18 05:52:28.992","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.650....1D","",""
"124797","SN 2023bvz","08:00:29.524","+39:25:58.00","SN Ia","0.070823","","","ATLAS, Pan-STARRS, YSE","ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, YSE","ATLAS23chs","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, PS1 - GPC1","Lick-3m - KAST","1","1","","18.827","cyan-ATLAS","2023-02-18 02:47:24.000","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.409....1J","",""
"124794","SN 2023bvw","08:10:43.940","+11:17:15.36","SN Ia","0.045","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS, ZTF","ATLAS23chm","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.278","cyan-ATLAS","2023-02-18 04:25:05.376","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.396....1F","",""
"124791","SN 2023bvt","08:54:13.020","+20:48:11.56","SN II","0.030412","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ZTF","ATLAS, GaiaAlerts","ATLAS23chj","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","P60 - SEDM","1","1","","18.917","cyan-ATLAS","2023-02-18 03:06:04.608","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.987....1J","",""
"124790","SN 2023bvs","14:52:52.442","+30:24:01.30","SN Ia","0.096","","","ATLAS","ATLAS","ZTF","ATLAS","ATLAS23chi","ATLAS-CHL - ATLAS-04","P60 - SEDM","1","1","","18.646","cyan-ATLAS","2023-02-18 08:55:31.296","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.408....1F","",""
"124789","SN 2023bvr","12:19:41.389","+39:25:33.02","SN Ia","0.077652","","","ATLAS, ALeRCE","ATLAS, ZTF","ZTF","ALeRCE, ATLAS","ATLAS23chh","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.787","cyan-ATLAS","2023-02-18 06:22:21.792","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.396....1F","",""
"124781","SN 2023bvj","09:50:56.040","+33:33:10.94","SN II","0.00512","","","ATLAS, SGLF, Pan-STARRS, GaiaAlerts","ATLAS, ZTF, Pan-STARRS, GaiaAlerts","ZTF","ATLAS, GaiaAlerts, Pan-STARRS, SGLF","ATLAS23cgq","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.287","cyan-ATLAS","2023-02-18 04:11:13.344","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.397....1S","",""
"124780","SN 2023bvi","11:42:39.824","+24:49:06.85","SN Ib","0.021","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","OxQUB","ATLAS, Pan-STARRS","ATLAS23cgp","ATLAS-CHL - ATLAS-04, PS2 - GPC2","LT - SPRAT","1","1","","18.313","cyan-ATLAS","2023-02-18 07:02:54.816","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.463....1F","",""
"124779","SN 2023bvh","08:46:16.680","+27:21:04.64","SN II","0.019","","","ATLAS, ZTF, GaiaAlerts","ATLAS, ZTF, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts, ZTF","ATLAS23cgo","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","17.617","cyan-ATLAS","2023-02-18 04:28:19.776","ATLAS_Bot1","","","2023TNSTR.385....1T","2023TNSCR.407....1C","",""
"124770","SN 2023buy","08:20:53.700","+39:14:29.72","SN II","0.0286","SDSS J082054.22+391423.0","0.02861966","ALeRCE, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF","ALeRCE, ATLAS, GaiaAlerts, Pan-STARRS","ZTF23aacjetk","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.9997","r-ZTF","2023-02-17 05:08:54.001","ALeRCE","","","2023TNSTR.378....1F","2023TNSCR.751....1Q","",""
"124759","SN 2023bun","13:47:59.230","+47:24:23.04","SN Ia","0.082","","","GaiaAlerts, ATLAS, Pan-STARRS","GaiaAlerts, ATLAS, Pan-STARRS","ZTF","ATLAS, GaiaAlerts, Pan-STARRS","Gaia23asr","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, PS1 - GPC1","P60 - SEDM","1","1","","18.26","G-Gaia","2023-02-14 23:24:00.000","Gaia_Bot1","","","2023TNSTR.380....1H","2023TNSCR.396....1F","",""
"124729","SN 2023btj","15:40:26.003","-29:06:22.98","SN Ib","0.013","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS23cem","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","17.585","orange-ATLAS","2023-02-16 08:44:17.376","ATLAS_Bot1","","","2023TNSTR.371....1T","2023TNSCR.382....1R","",""
"124722","SN 2023btc","08:56:48.530","+14:34:25.70","SN Ia","0.067","","","ATLAS","ATLAS","ZTF","ATLAS","ATLAS23cbv","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","P60 - SEDM","1","1","","18.82","orange-ATLAS","2023-02-12 22:08:07.584","ATLAS_Bot1","","","2023TNSTR.363....1T","2023TNSCR.402....1F","",""
"124711","SN 2023bsr","07:43:43.310","-56:46:13.35","SN Iax[02cx-like]","0.01","ESO163m014","","DLT40","DLT40","ePESSTO+","DLT40","DLT23d","Other - Other","ESO-NTT - EFOSC2-NTT","1","1","","19.5901","Clear-","2023-02-15 14:24:29.376","DLT40_bot1","","","2023TNSTR.364....1V","2023TNSCR.407....1C","",""
"124698","SN 2023bsg","12:29:49.590","+22:22:18.20","SN II","0.026","KUG 1227+226","0.02254","XOSS","XOSS","LiONS","XOSS","XM121HT","Other - Other","Lijiang-2.4m - YFOSC","1","1","","16","Clear-","2023-02-13 22:07:11.424","Hanjie Tan","","","2023TNSTR.359....1T","2023TNSCR.401....1L","",""
"124692","SN 2023bsa","10:59:41.828","+09:31:44.46","SN Ia","0.064","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","ePESSTO+","ATLAS, Pan-STARRS","ATLAS23cde","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.799","orange-ATLAS","2023-02-12 23:37:24.384","ATLAS_Bot1","","","2023TNSTR.356....1T","2023TNSCR.374....1C","",""
"124690","SN 2023bry","13:02:17.620","-05:54:03.49","SN Ia-pec","0","","","ATLAS, GaiaAlerts, Pan-STARRS","ATLAS, GaiaAlerts, Pan-STARRS","ePESSTO+","ATLAS, GaiaAlerts, Pan-STARRS","ATLAS23ccz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.248","orange-ATLAS","2023-02-14 01:28:22.368","ATLAS_Bot1","","","2023TNSTR.356....1T","2023TNSCR.382....1R","",""
"124651","SN 2023bql","08:11:27.826","+08:56:24.88","SN II","0.019","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ePESSTO+, ZTF","ATLAS, Pan-STARRS, ZTF","ATLAS23caw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT, P200 - DBSP","1","1","","18.756","orange-ATLAS","2023-02-12 21:45:05.184","ATLAS_Bot1","","","2023TNSTR.349....1T","2023TNSCR.407....1C, 2023TNSCR.910....1D","",""
"124650","SN 2023bqk","11:45:11.255","+19:35:10.31","SN Ia-pec","0.022","","","ATLAS, YSE","ATLAS, Pan-STARRS","OxQUB","ATLAS, Pan-STARRS, YSE","ATLAS23cav","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, PS1 - GPC1","LT - SPRAT","1","1","","18.325","orange-ATLAS","2023-02-13 00:02:13.920","ATLAS_Bot1","","","2023TNSTR.349....1T","2023TNSCR.362....1S","",""
"124649","SN 2023bqj","07:38:06.310","-55:10:58.73","SN Ic","0.009","","","ATLAS, DLT40, GaiaAlerts","ATLAS, DLT40, GaiaAlerts","ePESSTO+","ATLAS, DLT40, GaiaAlerts","ATLAS23cas","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, Other - Other","ESO-NTT - EFOSC2-NTT","1","1","","19.282","cyan-ATLAS","2023-02-13 03:04:01.056","ATLAS_Bot1","","","2023TNSTR.349....1T","2023TNSCR.374....1C","",""
"124648","SN 2023bqi","08:56:22.080","+42:22:08.40","SN II","0.027421","WISEA J085622.09+422207.8","0.02742","XOSS, ATLAS, GaiaAlerts","XOSS, ATLAS, GaiaAlerts","None","ATLAS, GaiaAlerts, XOSS","XM120HT","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, Other - Other","Other - Other","1","1","","16.7","Clear-","2023-02-12 18:45:57.024","Mi Zhang","","","2023TNSTR.350....1T","2023TNSCR.353....1B","",""
"124647","SN 2023bqh","18:23:23.050","+60:45:26.68","SN II","0.012732","UGC 11225","0.012829","XOSS, GaiaAlerts, ZTF, ATLAS","XOSS, GaiaAlerts, ZTF, ATLAS","ZTF","ATLAS, GaiaAlerts, XOSS, ZTF","PSP23C","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, Other - Other, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.7","Clear-","2023-02-12 23:33:50.976","Mi Zhang","","","2023TNSTR.351....1R","2023TNSCR.410....1S","",""
"124638","SN 2023bpy","15:01:23.371","+25:29:56.51","SN Ia","0.08","SDSS J150123.17+252957.9","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ZTF23aaciosd","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","20.3636","r-ZTF","2023-02-09 12:14:28.000","ALeRCE","","","2023TNSTR.338....1F","2023TNSCR.409....1J","",""
"124637","SN 2023bpx","11:09:57.630","-37:32:17.56","SN Ia","0.01027","NGC3557","","BOSS, BlackGEM","BlackGEM","MeerLICHT","BlackGEM, BOSS","","ML1 - MeerLICHT-Cam, Other - Other","Other - Other","1","1","","17","Clear-","2023-02-12 11:58:49.000","Stuart Parker","","","2023TNSTR.341....1P","2023TNSCR1127....1M","",""
"124636","SN 2023bpw","17:40:00.188","-59:35:12.17","SN II","0.006","ESO 139- G 014","0.009306","ASAS-SN, ATLAS","ASAS-SN, ATLAS","ePESSTO+","ASAS-SN, ATLAS","ASASSN-23aq","ASASSN-3 - Paczynski, ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","15.5","g-Sloan","2023-02-12 08:52:48.000","Krzysztof Stanek","","","2023TNSTR.339....1S","2023TNSCR.382....1R","",""
"124635","SN 2023bpv","09:00:39.373","+50:40:43.24","SN Ic","0.0170649998","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aachsdv","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.7855","r-ZTF","2023-02-12 07:44:43.872","ZTF_CLU_PUBLIC","","","2023TNSTR.344....1D","2023TNSCR.410....1S","",""
"124619","SN 2023bpg","12:53:04.896","-15:20:31.37","SN Ia","0.01431","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","None, OxQUB","ATLAS, Pan-STARRS, ZTF","ATLAS23byo","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT, NOT - ALFOSC","1","1","","16.565","orange-ATLAS","2023-02-12 08:29:21.408","ATLAS_Bot1","","","2023TNSTR.340....1T","2023TNSCR.360....1N, 2023TNSCR.361....1F","",""
"124591","SN 2023boe","04:18:12.263","-22:48:51.97","SN Ia","0.0826","","","ATLAS, ALeRCE","ATLAS, ZTF","None","ALeRCE, ATLAS","ATLAS23bxc","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","LT - SPRAT","1","1","","19.328","cyan-ATLAS","2023-02-12 01:25:26.976","ATLAS_Bot1","","","2023TNSTR.340....1T","2023TNSCR.474....1W","",""
"124589","SN 2023boc","07:46:56.330","+07:17:55.97","SN Ia","0.016905","","","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","None","ATLAS, GaiaAlerts, Pan-STARRS, ZTF","ZTF23aacfiuv","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","Other - Other","1","1","","17.9954","r-ZTF","2023-02-12 05:36:17.856","ZTF_CLU_PUBLIC","","","2023TNSTR.344....1D","2023TNSCR.369....1T","",""
"124588","SN 2023bob","04:58:55.380","-19:44:46.28","SN Ia","0.057","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts","ATLAS23bwp","ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","19.08","orange-ATLAS","2023-02-10 19:42:52.416","ATLAS_Bot1","","","2023TNSTR.340....1T","2023TNSCR.382....1R","",""
"124574","SN 2023bnn","14:35:31.360","-66:32:15.83","SN Ia","0.039","","","GaiaAlerts","GaiaAlerts","None","GaiaAlerts","Gaia23aqk","Gaia - Gaia-photometric","Lick-3m - KAST","1","1","","17.54","G-Gaia","2023-02-09 07:12:00.000","Gaia_Bot1","","","2023TNSTR.334....1H","2024TNSCR.478....1R","",""
"124567","SN 2023bng","09:56:38.489","-15:34:21.09","SN II","0.031358","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS, Pan-STARRS, ZTF","ZTF23aacfkak","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.8327","r-ZTF","2023-02-10 06:56:57.120","ZTF_CLU_PUBLIC","","","2023TNSTR.331....1D","2023TNSCR.397....1S","",""
"124560","SN 2023bmz","13:54:32.790","+28:27:16.20","SN Ia","0.063537","2MASX J13543295+2827094","0.06354","ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ALeRCE, ATLAS, GaiaAlerts","ZTF23aacggrh","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.0944","g-ZTF","2023-02-10 10:53:52.996","ALeRCE","","","2023TNSTR.324....1F","2023TNSCR.354....1J","",""
"124553","SN 2023bms","08:31:36.330","-05:34:22.37","SN Ia","0.039","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS, GaiaAlerts","ATLAS23bwb","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.6","orange-ATLAS","2023-02-09 22:35:13.632","ATLAS_Bot1","","","2023TNSTR.325....1T","2023TNSCR.382....1R","",""
"124550","SN 2023bmp","03:50:38.060","+13:54:34.78","SN Ia","0.032","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","Padova-Asiago","ATLAS, GaiaAlerts","ATLAS23bvu","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric","Ekar - AFOSC","1","1","","17.642","orange-ATLAS","2023-02-10 00:45:00.864","ATLAS_Bot1","","","2023TNSTR.325....1T","2023TNSCR.347....1C","",""
"124549","SN 2023bmo","11:36:54.229","+19:58:11.07","SN II","0.02065","","","ATLAS, ALeRCE, YSE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","Padova-Asiago, LiONS","ALeRCE, ATLAS, Pan-STARRS, YSE","ATLAS23bvs","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","Ekar - AFOSC, Lijiang-2.4m - YFOSC","1","1","","17.748","orange-ATLAS","2023-02-10 07:13:04.800","ATLAS_Bot1","","","2023TNSTR.325....1T","2023TNSCR.337....1T, 2023TNSCR.383....1L","",""
"124548","SN 2023bmn","07:59:52.185","+24:27:51.40","SN Ia","0.057256","","","ATLAS","ATLAS","Padova-Asiago","ATLAS","ATLAS23bvo","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02","Ekar - AFOSC","1","1","","18.271","orange-ATLAS","2023-02-10 03:28:16.896","ATLAS_Bot1","","","2023TNSTR.325....1T","2023TNSCR.337....1T","",""
"124547","SN 2023bmm","12:04:19.026","+60:48:34.71","SN Ia","0.039963","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS, ZTF","ZTF23aacdkme","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.2927","g-ZTF","2023-02-10 08:07:56.640","ZTF_CLU_PUBLIC","","","2023TNSTR.331....1D","2023TNSCR.389....1F","",""
"124543","SN 2023bmj","11:07:21.903","+24:59:13.78","SN Ia","0.04864935","SDSS J110721.94+245914.0","0.04864935","ALeRCE, ATLAS","ZTF, ATLAS","None","ALeRCE, ATLAS","ZTF22aatlhve","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","Other - Other","1","1","","18.3823","r-ZTF","2023-02-09 09:21:53.997","ALeRCE","","","2023TNSTR.314....1F","2023TNSCR.375....1T","",""
"124539","SN 2023bmf","08:17:02.376","-05:23:39.78","SN Ia","0.069","WISEA J081702.28-052339.5","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE, ATLAS","ZTF23aacceix","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.487","r-ZTF","2023-02-07 06:10:08.999","ALeRCE","","","2023TNSTR.314....1F","2023TNSCR.396....1F","",""
"124537","SN 2023bmd","15:10:08.826","+46:06:23.24","SN II","0.019603","SDSS J151008.80+460616.8","0.01912391","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE, ATLAS, Pan-STARRS","ZTF23aacdlsh","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","18.3762","g-ZTF","2023-02-09 11:47:06.003","ALeRCE","","","2023TNSTR.314....1F","2023TNSCR.491....1H","",""
"124530","SN 2023blw","07:28:09.442","+52:28:17.54","SN II","0.0216579996","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS, ZTF","ZTF23aabtmzm","P48 - ZTF-Cam, PS2 - GPC2","P200 - DBSP","1","1","","19.2877","r-ZTF","2023-02-07 04:55:41.376","ZTF_CLU_PUBLIC","","","2023TNSTR.320....1D","2024TNSCR3553....1D","",""
"124524","SN 2023blr","05:07:35.294","+03:52:51.20","SN Ia","0.067","","","Pan-STARRS, ATLAS","Pan-STARRS, ATLAS","ZTF","ATLAS, Pan-STARRS","PS23zr","ATLAS-CHL - ATLAS-04, PS1 - GPC1","P60 - SEDM","1","1","","19.12","i-P1","2023-02-08 06:43:24.096","PS1_Bot1","","","2023TNSTR.318....1C","2023TNSCR.396....1F","",""
"124517","SN 2023blk","08:55:55.613","+63:08:56.83","SN Ia","0.039213","SDSS J085555.44+630859.1","0.03914877","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE, ATLAS","ZTF23aabwfkc","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.7414","r-ZTF","2023-02-04 10:09:36.999","ALeRCE","","","2023TNSTR.307....1F","2023TNSCR.376....1F","",""
